Name,Team,Debut,Position,Matches,Wins,Losses,Draws,Points,Tries,Birthplace,Birthcountry
Roy White,NewZealand,1946,Flanker,4,4,0,0,3,1,Dannevirke,NewZealand
Charlie Willocks,NewZealand,1946,Lock,5,2,3,0,0,0,Balclutha,NewZealand
John McRae,NewZealand,1946,Hooker,2,2,0,0,0,0,Springhills,NewZealand
Eric Boggs,NewZealand,1946,Wing,2,1,1,0,0,0,Whangarei,NewZealand
Alf Budd,NewZealand,1946,Lock,2,1,1,0,0,0,Bluff,NewZealand
Maurice Goddard,NewZealand,1946,Centre,5,3,2,0,3,1,Timaru,NewZealand
Keith Arnold,NewZealand,1947,Flanker,2,2,0,0,3,1,Feilding,NewZealand
Ben Couch,NewZealand,1947,Fly-half,3,1,2,0,0,0,Christchurch,NewZealand
Ray Dalton,NewZealand,1947,Prop,2,2,0,0,0,0,Te Awamutu,NewZealand
Lachie Grant,NewZealand,1947,Lock,4,2,2,0,0,0,Temuka,NewZealand
John McLean,NewZealand,1947,Wing,2,1,1,0,0,0,Thames,NewZealand
Johnny Simpson,NewZealand,1947,Prop,9,4,4,1,0,0,Rotorua,NewZealand
Percy Tetzlaff,NewZealand,1947,Scrum-half,2,2,0,0,0,0,Taupiri,NewZealand
Neville Thornton,NewZealand,1947,No. 8,3,2,1,0,3,0,Otahuhu,NewZealand
Jim Kearney,NewZealand,1947,Fly-half,4,1,3,0,9,1,Naseby,NewZealand
Tim Mason,NewZealand,1947,Wing,1,1,0,0,3,1,Wellington,NewZealand
Lester Harvey,NewZealand,1949,Lock,8,3,4,1,0,0,Dunedin,NewZealand
Sammy Henderson,NewZealand,1949,Wing,7,3,4,0,6,2,Gisborne,NewZealand
Jack McNab,NewZealand,1949,Flanker,6,2,3,1,0,0,Owaka,NewZealand
Laurence Savage,NewZealand,1949,Scrum-half,3,0,3,0,0,0,Nelson,NewZealand
Kevin Skinner,NewZealand,1949,Prop,20,12,7,1,3,1,Dunedin,NewZealand
Peter Johnstone,NewZealand,1949,No. 8,9,6,2,1,3,1,Mosgiel,NewZealand
Bill Meates,NewZealand,1949,Wing,7,3,3,1,0,0,Greymouth,NewZealand
Vince Bevan,NewZealand,1949,Scrum-half,6,3,2,1,0,0,Wellington,NewZealand
Kiwi Blake,NewZealand,1949,Flanker,1,0,1,0,0,0,Carterton,NewZealand
Ron Bryers,NewZealand,1949,Lock,1,0,1,0,0,0,Raetihi,NewZealand
Ronald Dobson,NewZealand,1949,Five-eighth,1,0,1,0,0,0,Auckland,NewZealand
Arthur Hughes,NewZealand,1949,Hooker,6,3,2,1,0,0,Invercargill,NewZealand
Jack Kelly,NewZealand,1949,Fullback,2,0,2,0,3,0,Ashburton,NewZealand
Bert Lunn,NewZealand,1949,Flanker,2,0,2,0,0,0,Alexandra,NewZealand
Graham Moore,NewZealand,1949,Wing,1,0,1,0,3,1,Wellington,NewZealand
Bill Mumm,NewZealand,1949,Prop,1,0,1,0,0,0,Mokihunui,NewZealand
Rex Orr,NewZealand,1949,Fullback,1,0,1,0,0,0,Gore,NewZealand
Bob Stuart,NewZealand,1949,No. 8,7,3,4,0,3,1,Dunedin,NewZealand
Tiny White,NewZealand,1949,Lock,23,15,7,1,9,3,Gisborne,NewZealand
Hector Wilson,NewZealand,1949,Prop,5,4,1,0,3,1,Beaumont,NewZealand
Neville Black,NewZealand,1949,Scrum-half,1,0,1,0,0,0,Kawakawa,NewZealand
Pat Crowley,NewZealand,1949,Flanker,6,3,2,1,3,1,Wanganui,NewZealand
Des Christian,NewZealand,1949,No. 8,1,0,1,0,0,0,Auckland,NewZealand
Red Delamore,NewZealand,1949,Fly-half,1,0,1,0,0,0,Thames,NewZealand
Jack Bond,NewZealand,1949,Prop,1,0,1,0,0,0,Carterton,NewZealand
Ray O'Callaghan,NewZealand,1949,Five-eighth,1,0,1,0,3,0,Wellington,NewZealand
Des O'Donnell,NewZealand,1949,Prop,1,0,1,0,0,0,Palmerston North,NewZealand
Roy Roper,NewZealand,1949,Centre,5,3,1,1,9,3,Owhango,NewZealand
Harry Rowley,NewZealand,1949,No. 8,1,0,1,0,0,0,Cromwell,NewZealand
George Beatty,NewZealand,1950,Fly-half,1,0,0,1,0,0,New Plymouth,NewZealand
