Okey Geffin,1949,Prop,Johannesburg,7,7,0,48,South Africa,2001,Gauteng
Jorrie Jordaan,1949,Hooker,Cradock,4,4,0,0,South Africa,Eastern Cape,Chris Hani District Municipality
Bubbles Koch,1949,Lock,Hopefield,4,4,0,0,Australia,New South Wales,Hopefield
Tjol Lategan,1949,Centre,Stellenbosch,11,10,3,9,South Africa,Western Cape,Cape Winelands District Municipality
Buks Marais,1949,Wing,Cape Prov,5,4,1,10,g,n,i
Cecil Moss,1949,Wing,Riversdale,4,4,0,0,Canada,S7M0X2,Saskatchewan
Hennie Muller,1949,No. 8,Tvl,13,12,3,16,United States of America,96150,California
Louis Strydom,1949,Flanker,Robertson,2,2,0,0,United States of America,Tennessee,Robertson
Fiks van der Merwe,1949,Flanker,Cradock,1,1,0,0,South Africa,Eastern Cape,Chris Hani District Municipality
Jack van der Schyff,1949,Fullback,Kimberley,5,4,0,10,South Africa,Northern Cape,Frances Baard District Municipality
Hoppy van Jaarsveld,1949,Prop,Bloemhof,1,1,0,0,Nederland,Zuid-Holland,MRDH
Ballie Wahl,1949,Scrum-half,Paarl,1,1,0,0,South Africa,Western Cape,Cape Winelands District Municipality
Salty du Rand,1949,Lock,Hofmeyr,21,15,4,12,South Africa,Eastern Cape,Chris Hani District Municipality
Fonnie du Toit,1949,Scrum-half,Vryburg,8,8,2,6,South Africa,North West,Dr Ruth Segomotsi Mompati District Municipality
Chris Koch,1949,Prop,Moorreesburg,22,15,5,15,South Africa,Western Cape,West Coast District Municipality
Ryk van Schoor,1949,Centre,CapePrv,12,11,2,6,g,n,i
Flip Geel,1949,Lock,Boshof,1,1,0,0,South Africa,Free State,Lejweleputswa District Municipality
Willem Barnard,1949,Lock,Upington,2,2,0,0,South Africa,Northern Cape,ZF Mgcawu District Municipality
Carrots Geraghty,1949,Wing,Port Beaufort,1,1,0,0,South Africa,Western Cape,Eden District Municipality
Basil Kenyon,1949,Flanker,Umtala,1,1,0,0,g,n,i
Piet Malan,1949,Flanker,Parys,1,1,0,0,France,France métropolitaine,Île-de-France
