Fernand Taillantou,1930,Wing,3,2,1,0,3,9,Pau,France,64000,France métropolitaine
Leopold Fabre,1930,"Prop, Hooker",1,1,0,0,0,0,Toulouse,France,31000;31100;31200;31300;31400;31500,France métropolitaine
Lucien Augras-Fabre,1931,Wing,3,1,2,0,0,0,La Chatre,France,36400,France métropolitaine
Ernest Camo,1931,"Lock, Flanker, No. 8",6,4,2,0,0,0,Saint-Feliu d'Avall,France,66170,France métropolitaine
Maurice Porra,1931,Hooker,1,1,0,0,0,0,Perpignan,France,66000;66100,France métropolitaine
Marius Rodrigo,1931,"Prop, Lock",2,1,1,0,0,0,Mauleon,France,64130,France métropolitaine
Maurice Savy,1931,"Centre, Fullback",5,3,2,0,0,0,Clermont-Ferrand,France,63000;63100,France métropolitaine
Leopold Servole,1931,Fly-half,7,5,2,0,0,4,Saint-Andre-de-Roque,g,n,i
Antoine Duclos,1931,Prop,1,0,1,0,0,0,Juillan,France,65290,France métropolitaine
Max Rousie,1931,"Halfback, Scrum-half",4,3,1,0,2,9,Marmande,France,47200,France métropolitaine
Robert Scohy,1931,"Prop, Hooker",4,2,2,0,1,3,Tunis,Tunisie تونس,Missing,Missing
Georges Clement,1931,Centre,1,0,1,0,0,0,Saigon,Việt Nam,Đông Nam Bộ,Thành phố Hồ Chí Minh
Charles Petit,1931,Lock,1,0,1,0,1,3,Saint-Ouen,France,93400,France métropolitaine
Max Vigerie,1931,Centre,1,0,1,0,0,0,Villereal,France,47210,France métropolitaine
